GEOID10,Municipality,State,TotPop,Scenario,CommitYear,Lat,Lon
1383168,Wilmington Island,GA,15138,rcp85,2032,32.0012,-80.9759
1383168,Wilmington Island,GA,15138,rcp26,2044,32.0012,-80.9759
1251650,Opa-locka,FL,15219,rcp85,2014,25.9,-80.2552
1251650,Opa-locka,FL,15219,rcp26,2015,25.9,-80.2552
1274150,Vero Beach,FL,15220,rcp85,2056,27.6472,-80.3931
1209000,Brownsville,FL,15233,rcp85,2043,25.8214,-80.2417
1234012,Iona,FL,15369,rcp85,2002,26.5174,-81.9592
1234012,Iona,FL,15369,rcp26,2002,26.5174,-81.9592
1311560,Brunswick,GA,15383,rcp85,2031,31.1362,-81.4669
1311560,Brunswick,GA,15383,rcp26,2042,31.1362,-81.4669
1268875,Stuart,FL,15593,rcp85,2050,27.1961,-80.2432
1276481,West Lealman,FL,15651,rcp85,2062,27.82,-82.7381
1343640,Kingsland,GA,15946,rcp85,2079,30.8459,-81.7911
1215055,Country Walk,FL,15997,rcp85,2026,25.6338,-80.4348
1215055,Country Walk,FL,15997,rcp26,2029,25.6338,-80.4348
1245465,Midway,FL,16115,rcp85,2079,30.4065,-87.0055
3401960,Asbury Park,NJ,16116,rcp85,2072,40.2229,-74.0102
4831328,Groves,TX,16144,rcp85,2037,29.946,-93.9167
3605738,Bellmore,NY,16218,rcp85,2043,40.6587,-73.5271
3466570,Secaucus,NJ,16264,rcp85,2050,40.782,-74.0676
1204350,Bayshore Gardens,FL,16323,rcp85,2079,27.4331,-82.5775
2224390,Estelle,LA,16377,rcp85,1983,29.8414,-90.0942
2224390,Estelle,LA,16377,rcp26,1983,29.8414,-90.0942
1269812,Sunset,FL,16389,rcp85,2023,25.7061,-80.3524
1269812,Sunset,FL,16389,rcp26,2026,25.7061,-80.3524
1243083,Marco Island,FL,16407,rcp85,1975,25.9325,-81.701
1243083,Marco Island,FL,16407,rcp26,1975,25.9325,-81.701
1257250,Pinewood,FL,16520,rcp85,2041,25.8694,-80.2171
1259200,Punta Gorda,FL,16641,rcp85,1972,26.8634,-82.0324
1259200,Punta Gorda,FL,16641,rcp26,1972,26.8634,-82.0324
2214135,Chalmette,LA,16751,rcp85,1970,29.944,-89.966
2214135,Chalmette,LA,16751,rcp26,1970,29.944,-89.966
1263425,San Carlos Park,FL,16824,rcp85,2064,26.4767,-81.8189
1262425,Safety Harbor,FL,16884,rcp85,2097,28.0067,-82.698
5300100,Aberdeen,WA,16896,rcp85,2093,46.9767,-123.8097
1226100,Glenvar Heights,FL,16898,rcp85,2039,25.7094,-80.3159
3645997,Massapequa Park,NY,17008,rcp85,2100,40.6809,-73.4497
1367984,St. Marys,GA,17112,rcp85,2057,30.7542,-81.5727
3682942,Woodmere,NY,17121,rcp85,2026,40.6374,-73.7212
3682942,Woodmere,NY,17121,rcp26,2030,40.6374,-73.7212
1262275,Ruskin,FL,17205,rcp85,2047,27.7077,-82.4227
2853520,Ocean Springs,MS,17418,rcp85,2086,30.4044,-88.7902
1205200,Belle Glade,FL,17462,rcp85,2062,26.687,-80.667
2581005,Winthrop Town,MA,17497,rcp85,2056,42.3755,-70.9706
4850580,Nederland,TX,17547,rcp85,2061,29.9709,-94.0002
2231915,Gretna,LA,17736,rcp85,1922,29.911,-90.0517
2231915,Gretna,LA,17736,rcp26,1922,29.911,-90.0517
640704,Lathrop,CA,18014,rcp85,2055,37.8153,-121.3125
1251125,Ojus,FL,18036,rcp85,2012,25.9561,-80.1669
1251125,Ojus,FL,18036,rcp26,2012,25.9561,-80.1669
1223050,Florida Ridge,FL,18164,rcp85,2082,27.5821,-80.3831
1256625,Pinecrest,FL,18223,rcp85,2041,25.6652,-80.3049
3459880,Point Pleasant,NJ,18392,rcp85,2057,40.0773,-74.0701
1241825,Lynn Haven,FL,18493,rcp85,2072,30.2367,-85.6391
2826860,Gautier,MS,18572,rcp85,2069,30.4062,-88.6593
4854132,Orange,TX,18594,rcp85,2048,30.1166,-93.7604
3720580,Elizabeth City,NC,18676,rcp85,2022,36.294,-76.2354
3720580,Elizabeth City,NC,18676,rcp26,2024,36.294,-76.2354
4820344,Dickinson,TX,18680,rcp85,2055,29.4511,-95.0561
3637869,Islip,NY,18689,rcp85,2089,40.7355,-73.2164
3678146,Wantagh,NY,18871,rcp85,2094,40.6694,-73.5103
616378,Coronado,CA,18911,rcp85,2062,32.6572,-117.1561
1254450,Palm Springs,FL,18928,rcp85,2061,26.6392,-80.0956
1235350,Jasmine Estates,FL,18989,rcp85,2084,28.2961,-82.6892
3622480,East Massapequa,NY,19069,rcp85,2061,40.6765,-73.436
1362104,Pooler,GA,19140,rcp85,2069,32.1019,-81.255
2205210,Bayou Cane,LA,19355,rcp85,2018,29.6244,-90.751
2205210,Bayou Cane,LA,19355,rcp26,2018,29.6244,-90.751
3643874,Lynbrook,NY,19427,rcp85,2084,40.6579,-73.6742
1224475,Fort Walton Beach,FL,19507,rcp85,2077,30.4247,-86.6203
1234400,Ives Estates,FL,19525,rcp85,2029,25.9634,-80.1829
1234400,Ives Estates,FL,19525,rcp26,2035,25.9634,-80.1829
1247625,Naples,FL,19537,rcp85,2001,26.1499,-81.7952
1247625,Naples,FL,19537,rcp26,2001,26.1499,-81.7952
4567390,Socastee,SC,19952,rcp85,2068,33.6874,-79.0089
1254525,Palm Valley,FL,20019,rcp85,1995,30.1989,-81.3948
1254525,Palm Valley,FL,20019,rcp26,1995,30.1989,-81.3948
2233245,Harvey,LA,20348,rcp85,1922,29.8859,-90.066
2233245,Harvey,LA,20348,rcp26,1922,29.8859,-90.066
2273640,Sulphur,LA,20410,rcp85,2065,30.2305,-93.3552
3730120,Havelock,NC,20735,rcp85,2098,34.9089,-76.8995
1273900,Venice,FL,20748,rcp85,2058,27.122,-82.4167
1219825,Edgewater,FL,20750,rcp85,2050,28.9543,-80.9414
1269555,Sunny Isles Beach,FL,20832,rcp85,1963,25.9389,-80.1236
1269555,Sunny Isles Beach,FL,20832,rcp26,1963,25.9389,-80.1236
1254387,Palm River-Clair Mel,FL,21024,rcp85,2078,27.9245,-82.3794
1235050,Jacksonville Beach,FL,21362,rcp85,2036,30.2733,-81.3858
3645986,Massapequa,NY,21685,rcp85,2031,40.6683,-73.4715
3645986,Massapequa,NY,21685,rcp26,2041,40.6683,-73.4715
658296,Port Hueneme,CA,21723,rcp85,2059,34.1621,-119.2042
1230025,Hialeah Gardens,FL,21744,rcp85,1998,25.8881,-80.36
1230025,Hialeah Gardens,FL,21744,rcp26,1998,25.8881,-80.36
1276062,Westchase,FL,21747,rcp85,2070,28.0613,-82.6057
1264825,Sebastian,FL,21929,rcp85,2085,27.7879,-80.4824
1258975,Princeton,FL,22038,rcp85,2024,25.5409,-80.3982
1258975,Princeton,FL,22038,rcp26,2027,25.5409,-80.3982
3646668,Merrick,NY,22097,rcp85,2037,40.6516,-73.5519
1267258,South Bradenton,FL,22178,rcp85,2083,27.4606,-82.5847
2855360,Pascagoula,MS,22392,rcp85,2048,30.3601,-88.5563
1231075,Holiday,FL,22403,rcp85,2043,28.1862,-82.7426
1248625,New Smyrna Beach,FL,22464,rcp85,2033,29.0294,-80.9549
1248625,New Smyrna Beach,FL,22464,rcp26,2047,29.0294,-80.9549
1221150,Estero,FL,22612,rcp85,2063,26.4231,-81.8019
1239950,Leisure City,FL,22655,rcp85,2025,25.4938,-80.438
1239950,Leisure City,FL,22655,rcp26,2028,25.4938,-80.438
1271567,The Crossings,FL,22758,rcp85,2023,25.6706,-80.4008
1271567,The Crossings,FL,22758,rcp26,2025,25.6706,-80.4008
3410750,Carteret,NJ,22844,rcp85,2080,40.5838,-74.2275
3618146,Copiague,NY,22993,rcp85,2063,40.672,-73.3939
1274200,Vero Beach South,FL,23091,rcp85,2082,27.62,-80.4115
1254175,Palm City,FL,23120,rcp85,2050,27.1769,-80.2852
2275180,Terrytown,LA,23218,rcp85,1922,29.9025,-90.0281
2275180,Terrytown,LA,23218,rcp26,1922,29.9025,-90.0281
1254275,Palmetto Bay,FL,23410,rcp85,2038,25.6217,-80.3189
668112,San Lorenzo,CA,23452,rcp85,2096,37.6744,-122.1351
1204162,Bayonet Point,FL,23467,rcp85,2080,28.3247,-82.684
1271150,Tarpon Springs,FL,23484,rcp85,2047,28.1491,-82.7794
1226300,Golden Gate,FL,23961,rcp85,2046,26.1836,-81.7037
1255125,Parkland,FL,23962,rcp85,2059,26.3151,-80.2472
670686,Seal Beach,CA,24168,rcp85,2031,33.7519,-118.0733
670686,Seal Beach,CA,24168,rcp26,2040,33.7519,-118.0733
1236550,Key West,FL,24243,rcp85,1988,24.5652,-81.7758
1236550,Key West,FL,24243,rcp26,1988,24.5652,-81.7758
1214412,Coral Terrace,FL,24376,rcp85,2020,25.7462,-80.3045
1214412,Coral Terrace,FL,24376,rcp26,2021,25.7462,-80.3045
1261500,Rockledge,FL,24926,rcp85,2090,28.3197,-80.7328
636294,Imperial Beach,CA,26324,rcp85,2084,32.5654,-117.1146
4840588,Lake Jackson,TX,26849,rcp85,2065,29.0509,-95.4512
2262385,Prairieville,LA,26895,rcp85,2087,30.3136,-90.9583
1273287,University Park,FL,26995,rcp85,2003,25.7496,-80.3712
1273287,University Park,FL,26995,rcp26,2003,25.7496,-80.3712
2270805,Slidell,LA,27068,rcp85,2046,30.2893,-89.7833
4549075,Myrtle Beach,SC,27109,rcp85,2094,33.7108,-78.8859
1222660,Fleming Island,FL,27126,rcp85,2060,30.0991,-81.7124
3642554,Lindenhurst,NY,27253,rcp85,2075,40.6858,-73.3716
3461530,Rahway,NJ,27346,rcp85,2089,40.6072,-74.2805
675630,Suisun City,CA,28111,rcp85,2062,38.2483,-122.0101
620956,East Palo Alto,CA,28155,rcp85,2053,37.4678,-122.1326
3680302,West Islip,NY,28335,rcp85,2088,40.7112,-73.293
1214125,Cooper City,FL,28547,rcp85,1998,26.0478,-80.2859
1214125,Cooper City,FL,28547,rcp26,1998,26.0478,-80.2859
1245100,Miami Lakes,FL,29361,rcp85,1998,25.9168,-80.3205
1245100,Miami Lakes,FL,29361,rcp26,1998,25.9168,-80.3205
1224925,Fruit Cove,FL,29362,rcp85,2077,30.0968,-81.6211
3746340,New Bern,NC,29524,rcp85,2077,35.0926,-77.0718
1216335,Dania Beach,FL,29639,rcp85,2003,26.0572,-80.1646
1216335,Dania Beach,FL,29639,rcp26,2003,26.0572,-80.1646
1276075,Westchester,FL,29862,rcp85,2024,25.747,-80.3367
1276075,Westchester,FL,29862,rcp26,2026,25.747,-80.3367
2242030,Laplace,LA,29872,rcp85,2027,30.0738,-90.4753
2242030,Laplace,LA,29872,rcp26,2032,30.0738,-90.4753
625338,Foster City,CA,30567,rcp85,1947,37.5648,-122.2508
625338,Foster City,CA,30567,rcp26,1947,37.5648,-122.2508
2254035,New Iberia,LA,30617,rcp85,2073,30.0055,-91.8203
3441310,Long Branch,NJ,30719,rcp85,2084,40.2954,-73.9899
1219206,East Lake,FL,30962,rcp85,2058,28.1111,-82.6798
1260230,Richmond West,FL,31973,rcp85,2032,25.6093,-80.4296
1260230,Richmond West,FL,31973,rcp26,2043,25.6093,-80.4296
3654441,Oceanside,NY,32109,rcp85,2023,40.633,-73.6377
3654441,Oceanside,NY,32109,rcp26,2025,40.633,-73.6377
1260975,Riviera Beach,FL,32488,rcp85,2063,26.7826,-80.0722
1239525,Lauderdale Lakes,FL,32593,rcp85,2013,26.1671,-80.2006
1239525,Lauderdale Lakes,FL,32593,rcp26,2013,26.1671,-80.2006
2248785,Marrero,LA,33141,rcp85,1972,29.8862,-90.1133
2248785,Marrero,LA,33141,rcp26,1972,29.8862,-90.1133
1226375,Golden Glades,FL,33145,rcp85,2018,25.913,-80.2007
1226375,Golden Glades,FL,33145,rcp26,2019,25.913,-80.2007
3643335,Long Beach,NY,33272,rcp85,1922,40.5858,-73.6654
3643335,Long Beach,NY,33272,rcp26,1922,40.5858,-73.6654
2236255,Houma,LA,33727,rcp85,2026,29.5786,-90.708
2236255,Houma,LA,33727,rcp26,2031,29.5786,-90.708
4841440,La Porte,TX,33800,rcp85,2088,29.6674,-95.0491
1262100,Royal Palm Beach,FL,34140,rcp85,2079,26.7046,-80.2243
1276487,West Little River,FL,34699,rcp85,2026,25.8569,-80.237
1276487,West Little River,FL,34699,rcp26,2030,25.8569,-80.237
1244275,Merritt Island,FL,34743,rcp85,2018,28.3092,-80.676
1244275,Merritt Island,FL,34743,rcp26,2019,28.3092,-80.676
1239075,Lake Worth,FL,34910,rcp85,2070,26.6197,-80.0587
2513205,Chelsea,MA,35177,rcp85,2096,42.3968,-71.0313
1267575,South Miami Heights,FL,35696,rcp85,2036,25.5882,-80.3858
1267575,South Miami Heights,FL,35696,rcp26,2064,25.5882,-80.3858
1202681,Aventura,FL,35762,rcp85,1987,25.9601,-80.1331
1202681,Aventura,FL,35762,rcp26,1987,25.9601,-80.1331
1236121,Kendall West,FL,36154,rcp85,2011,25.7068,-80.4407
1236121,Kendall West,FL,36154,rcp26,2011,25.7068,-80.4407
1254700,Panama City,FL,36484,rcp85,2095,30.1671,-85.6725
5340245,Longview,WA,36648,rcp85,2025,46.1468,-122.9641
5340245,Longview,WA,36648,rcp26,2029,46.1468,-122.9641
1228452,Hallandale Beach,FL,36971,rcp85,2003,25.9833,-80.1404
1228452,Hallandale Beach,FL,36971,rcp26,2003,25.9833,-80.1404
4534045,Hilton Head Island,SC,37099,rcp85,2028,32.1909,-80.7392
4534045,Hilton Head Island,SC,37099,rcp26,2034,32.1909,-80.7392
3676705,Valley Stream,NY,37511,rcp85,2077,40.6647,-73.7049
1227322,Greenacres,FL,37573,rcp85,2078,26.6276,-80.1372
1253150,Ormond Beach,FL,38137,rcp85,2068,29.2946,-81.095
1271564,The Acreage,FL,38704,rcp85,2085,#N/A,#N/A
2426600,Essex,MD,39257,rcp85,2100,39.305,-76.4471
1249350,North Fort Myers,FL,39407,rcp85,2054,26.7248,-81.849
3402080,Atlantic City,NJ,39558,rcp85,2011,39.3773,-74.4511
3402080,Atlantic City,NJ,39558,rcp26,2011,39.3773,-74.4511
1215968,Cutler Bay,FL,40286,rcp85,2014,25.5762,-80.334
1215968,Cutler Bay,FL,40286,rcp26,2014,25.5762,-80.334
1249425,North Lauderdale,FL,41023,rcp85,2037,26.2122,-80.2209
1250575,Oakland Park,FL,41363,rcp85,2011,26.1779,-80.1527
1250575,Oakland Park,FL,41363,rcp26,2011,26.1779,-80.1527
1249475,North Miami Beach,FL,41523,rcp85,2037,25.93,-80.1652
1224300,Fort Pierce,FL,41590,rcp85,2076,27.4303,-80.3359
650916,Newark,CA,42573,rcp85,2073,37.5041,-122.0324
3627485,Freeport,NY,42860,rcp85,2070,40.6524,-73.585
1271900,Titusville,FL,43761,rcp85,2096,28.5734,-80.8194
1207525,Bonita Springs,FL,43914,rcp85,2047,26.3575,-81.7869
2806220,Biloxi,MS,44054,rcp85,2092,30.4337,-88.9534
4872392,Texas City,TX,45099,rcp85,2043,29.4337,-94.8927
1217935,Doral,FL,45704,rcp85,1999,25.8152,-80.358
1217935,Doral,FL,45704,rcp26,1999,25.8152,-80.358
1214250,Coral Gables,FL,46729,rcp85,2044,25.6786,-80.2573
1214895,Country Club,FL,47105,rcp85,1998,25.941,-80.3109
1214895,Country Club,FL,47105,rcp26,1998,25.941,-80.3109
4828068,Galveston,TX,47743,rcp85,2031,29.1833,-94.9698
4828068,Galveston,TX,47743,rcp26,2040,29.1833,-94.9698
1254075,Palm Beach Gardens,FL,48452,rcp85,2065,26.8488,-80.1671
684816,West Sacramento,CA,48744,rcp85,2065,38.5545,-121.5488
1256975,Pinellas Park,FL,49079,rcp85,2061,27.8589,-82.7082
1207950,Bradenton,FL,49546,rcp85,2070,27.4909,-82.5749
3432250,Hoboken,NJ,50005,rcp85,2013,40.7453,-74.0279
3432250,Hoboken,NJ,50005,rcp26,2013,40.7453,-74.0279
1271569,The Hammocks,FL,51003,rcp85,2017,25.6704,-80.4488
1271569,The Hammocks,FL,51003,rcp26,2018,25.6704,-80.4488
2556585,Revere,MA,51755,rcp85,2085,42.421,-70.9904
1264175,Sarasota,FL,51917,rcp85,2085,27.3383,-82.5458
1213275,Coconut Creek,FL,52909,rcp85,2065,26.2791,-80.1847
1243125,Margate,FL,53105,rcp85,2048,26.248,-80.2112
4858820,Port Arthur,TX,53818,rcp85,2005,29.8334,-93.9663
4858820,Port Arthur,TX,53818,rcp26,2005,29.8334,-93.9663
1258350,Port Charlotte,FL,54392,rcp85,2041,26.9895,-82.1137
1235875,Jupiter,FL,55156,rcp85,2047,26.9215,-80.1101
1270700,Tamiami,FL,55271,rcp85,2006,25.7563,-80.4026
1270700,Tamiami,FL,55271,rcp26,2006,25.7563,-80.4026
1258575,Port Orange,FL,56048,rcp85,2086,29.1135,-81.0132
1236062,Kendale Lakes,FL,56148,rcp85,2012,25.7076,-80.4093
1236062,Kendale Lakes,FL,56148,rcp26,2012,25.7076,-80.4093
2539835,Medford,MA,56173,rcp85,2084,42.4238,-71.1092
1275812,Wellington,FL,56508,rcp85,2072,26.6471,-80.2744
1249675,North Port,FL,57357,rcp85,2084,27.0582,-82.198
1249450,North Miami,FL,58786,rcp85,2030,25.9011,-80.1685
1249450,North Miami,FL,58786,rcp26,2039,25.9011,-80.1685
1224562,Fountainebleau,FL,59764,rcp85,2001,25.7743,-80.3494
1224562,Fountainebleau,FL,59764,rcp26,2001,25.7743,-80.3494
1270675,Tamarac,FL,60427,rcp85,2036,26.2039,-80.2553
1270675,Tamarac,FL,60427,rcp26,2065,26.2039,-80.2553
1232275,Homestead,FL,60512,rcp85,2007,25.4673,-80.4458
1232275,Homestead,FL,60512,rcp26,2007,25.4673,-80.4458
1217100,Delray Beach,FL,60522,rcp85,2069,26.4568,-80.0905
1216525,Daytona Beach,FL,61005,rcp85,2061,29.1973,-81.0881
1224125,Fort Myers,FL,62298,rcp85,2066,26.619,-81.832
2239475,Kenner,LA,66702,rcp85,1922,30.0102,-90.2548
2239475,Kenner,LA,66702,rcp26,1922,30.0102,-90.2548
1239550,Lauderhill,FL,66887,rcp85,2020,26.1611,-80.2237
1239550,Lauderhill,FL,66887,rcp26,2021,26.1611,-80.2237
4548535,Mount Pleasant,SC,67766,rcp85,2030,32.8501,-79.8299
4548535,Mount Pleasant,SC,67766,rcp26,2037,32.8501,-79.8299
1207875,Boynton Beach,FL,68185,rcp85,2064,26.5283,-80.0807
681204,Union City,CA,69516,rcp85,2069,37.6028,-122.019
3734200,Jacksonville,NC,70145,rcp85,2100,34.7369,-77.3927
4806128,Baytown,TX,71802,rcp85,2097,29.757,-94.968
2241155,Lake Charles,LA,71993,rcp85,2058,30.2027,-93.2147
600562,Alameda,CA,73809,rcp85,2035,37.7645,-122.2833
600562,Alameda,CA,73809,rcp26,2056,37.7645,-122.2833
1216725,Deerfield Beach,FL,75018,rcp85,2059,26.3117,-80.1254
1236100,Kendall,FL,75371,rcp85,2039,25.6695,-80.3547
1243975,Melbourne,FL,76068,rcp85,2097,28.1163,-80.6457
660102,Redwood City,CA,76815,rcp85,2083,37.5153,-122.2137
3410000,Camden,NJ,77344,rcp85,2074,39.9368,-75.1066
1239425,Largo,FL,77424,rcp85,2075,27.9064,-82.7715
1272145,Town 'n' Country,FL,78408,rcp85,2036,28.0102,-82.5772
1272145,Town 'n' Country,FL,78408,rcp26,2066,28.0102,-82.5772
4841980,League City,TX,83560,rcp85,2078,29.4901,-95.1091
1207300,Boca Raton,FL,84392,rcp85,2057,26.3729,-80.1063
1269700,Sunrise,FL,84439,rcp85,2006,26.1701,-80.2595
1269700,Sunrise,FL,84439,rcp26,2006,26.1701,-80.2595
5176432,Suffolk,VA,84585,rcp85,2100,36.6972,-76.6348
1257425,Plantation,FL,84955,rcp85,1997,26.1256,-80.2618
1257425,Plantation,FL,84955,rcp26,1997,26.1256,-80.2618
1239925,Lehigh Acres,FL,86784,rcp85,2099,#N/A,#N/A
1245025,Miami Beach,FL,87766,rcp85,1984,25.8153,-80.1397
1245025,Miami Beach,FL,87766,rcp26,1984,25.8153,-80.1397
1216475,Davie,FL,91980,rcp85,2002,26.0791,-80.285
1216475,Davie,FL,91980,rcp26,2002,26.0791,-80.285
2555745,Quincy,MA,92245,rcp85,2099,42.2609,-71.0094
5164000,Portsmouth,VA,95535,rcp85,2052,36.8594,-76.3563
668252,San Mateo,CA,97207,rcp85,2059,37.5603,-122.3106
1258050,Pompano Beach,FL,99845,rcp85,2041,26.2426,-80.129
1276600,West Palm Beach,FL,99919,rcp85,2070,26.7483,-80.1266
1254000,Palm Bay,FL,103190,rcp85,2099,27.9856,-80.6626
2511000,Cambridge,MA,105162,rcp85,2061,42.376,-71.1183
1245060,Miami Gardens,FL,107167,rcp85,2013,25.9489,-80.2436
1245060,Miami Gardens,FL,107167,rcp26,2014,25.9489,-80.2436
4807000,Beaumont,TX,118296,rcp85,2096,30.0843,-94.1458
4513330,Charleston,SC,120065,rcp85,2063,32.8179,-79.9589
1214400,Coral Springs,FL,121096,rcp85,2044,26.2708,-80.2593
1245975,Miramar,FL,122041,rcp85,2000,25.977,-80.3358
1245975,Miramar,FL,122041,rcp26,2000,25.977,-80.3358
1369000,Savannah,GA,136286,rcp85,2074,32.0025,-81.1536
5135000,Hampton,VA,137373,rcp85,2045,37.048,-76.2971
2250115,Metairie,LA,138481,rcp85,1922,29.9978,-90.1779
2250115,Metairie,LA,138481,rcp26,1922,29.9978,-90.1779
1232000,Hollywood,FL,140630,rcp85,2028,26.0311,-80.1646
1232000,Hollywood,FL,140630,rcp26,2034,26.0311,-80.1646
1210275,Cape Coral,FL,154261,rcp85,1990,26.6431,-81.9973
1210275,Cape Coral,FL,154261,rcp26,1990,26.6431,-81.9973
1255775,Pembroke Pines,FL,154750,rcp85,2001,26.0212,-80.3404
1255775,Pembroke Pines,FL,154750,rcp26,2001,26.0212,-80.3404
1258715,Port St. Lucie,FL,164603,rcp85,2082,27.281,-80.3838
1224000,Fort Lauderdale,FL,165521,rcp85,2012,26.1413,-80.1439
1224000,Fort Lauderdale,FL,165521,rcp26,2012,26.1413,-80.1439
636000,Huntington Beach,CA,187547,rcp85,2057,33.6906,-118.0093
5116000,Chesapeake,VA,222136,rcp85,2063,36.6794,-76.3018
1230000,Hialeah,FL,224669,rcp85,2002,25.8699,-80.3029
1230000,Hialeah,FL,224669,rcp26,2002,25.8699,-80.3029
5157000,Norfolk,VA,242691,rcp85,2044,36.923,-76.2446
1263000,St. Petersburg,FL,244767,rcp85,2064,27.762,-82.6441
675000,Stockton,CA,291707,rcp85,2051,37.9763,-121.3133
2255000,New Orleans,LA,343741,rcp85,1922,30.0686,-89.939
2255000,New Orleans,LA,343741,rcp26,1922,30.0686,-89.939
1245000,Miami,FL,399457,rcp85,2041,25.7752,-80.2086
5182000,Virginia Beach,VA,437038,rcp85,2054,36.7793,-76.024
664000,Sacramento,CA,466488,rcp85,2080,38.5666,-121.4686
1235000,Jacksonville,FL,821796,rcp85,2095,30.337,-81.6613
